종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"051780","큐로홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","227","-4","-1.73","232","235","221","123991","28383204","30967896150","136422450"
"115180","큐리언트","KOSDAQ","벤처기업부","4140","70","1.72","4070","4160","3885","95263","383494070","133691657940","32292671"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","18660","-1010","-5.13","19600","19600","18250","253096","4725106000","299806264080","16066788"
"182360","큐브엔터","KOSDAQ","우량기업부","13800","-150","-1.08","13950","14030","13700","72138","995792510","201087486600","14571557"
"405100","큐알티","KOSDAQ","벤처기업부","12960","-540","-4.00","13410","13540","12950","62610","823737510","159269340960","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","6980","-100","-1.41","7010","7110","6850","21184","147858810","64715914580","9271621"
"136660","큐엠씨","KONEX","일반기업부","649","1","0.15","700","700","551","117","66142","6129026200","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","291","-2","-0.68","294","294","287","148593","42965341","51869909592","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","12750","0","0.00","12750","13100","12110","34970","435016590","52939275000","4152100"
"264900","크라운제과","KOSPI",,"8300","-140","-1.66","8330","8440","8250","34700","288753190","103947955000","12523850"
"26490K","크라운제과우","KOSPI",,"9840","10","0.10","9810","10010","9710","2305","22675950","7611830400","773560"
"005740","크라운해태홀딩스","KOSPI",,"5700","-60","-1.04","5720","5780","5650","28218","160739000","84629877900","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"9100","-50","-0.55","9250","9250","8010","706","6094920","5466606600","600726"
"259960","크래프톤","KOSPI",,"323000","-1000","-0.31","327000","334500","319000","101574","32959967704","15469769106000","47894022"
"096240","크레버스","KOSDAQ","우량기업부","15150","-200","-1.30","15430","15450","15000","31120","472189190","168743427000","11138180"
"040350","크레오에스지","KOSDAQ","중견기업부","817","-7","-0.85","824","837","785","262233","211572035","119776638761","146605433"
"215570","크로넥스","KONEX","일반기업부","598","2","0.34","600","600","543","842","460264","3036678086","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","6740","0","0.00","6700","7010","6480","26193","173327410","157924670400","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","844","-31","-3.54","875","879","842","349811","298339701","110260163376","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","5130","-140","-2.66","5200","5270","5120","4838","25018560","33345000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","940","-3","-0.32","943","948","899","50367","45885613","57683688440","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","53400","2000","3.89","51000","54200","51000","323933","17200303700","3417574314600","63999519"
"352770","클리노믹스","KOSDAQ","기술성장기업부","1008","-37","-3.54","1015","1050","984","252590","252412575","39197201904","38886113"
"237880","클리오","KOSDAQ","우량기업부","30000","-1050","-3.38","30900","31100","30000","56062","1700846400","542140590000","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2660","-185","-6.50","2820","2860","2550","43723","118701170","37556034600","14118810"
"020120","키다리스튜디오","KOSPI",,"3355","-40","-1.18","3365","3420","3290","77008","255788850","124348934930","37063766"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2685","-105","-3.76","2755","2800","2560","497179","1332040715","9209550000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2460","0","0.00","0","0","0","0","0","10098300000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2185","0","0.00","2190","2190","2160","193","418485","12847800000","5880000"
"039490","키움증권","KOSPI",,"131900","-2700","-2.01","136000","136000","131500","50624","6735912500","3366972521400","25526706"
"054780","키이스트","KOSDAQ","중견기업부","4425","-95","-2.10","4500","4570","4405","22088","98180360","86498984025","19547793"
"336040","타스컴","KONEX","일반기업부","4580","-800","-14.87","5360","5360","4580","3042","14199655","19300600900","4214105"
"219130","타이거일렉","KOSDAQ","중견기업부","18690","-810","-4.15","19160","19370","18110","84155","1552463460","118014080100","6314290"
"346010","타이드","KONEX","일반기업부","2000","100","5.26","2000","2000","2000","10","20000","9720124000","4860062"
"318660","타임기술","KONEX","일반기업부","3000","-295","-8.95","3295","3295","3000","1431","4481485","6456303000","2152101"
"434190","탈로스","KONEX","일반기업부","5550","160","2.97","5600","5600","5200","19","104840","40900358700","7369434"
"360070","탑머티리얼","KOSDAQ","벤처기업부","36450","-1200","-3.19","37600","38400","36250","28129","1042026950","294397282350","8076743"
"180060","탑선","KONEX","일반기업부","7990","0","0.00","7980","8000","7900","254","2026140","74687851340","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","4025","-155","-3.71","4130","4180","4025","34637","140862780","69189677550","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","2220","5","0.23","2205","2225","2170","12259","26991915","48897202740","22025767"
"014580","태경비케이","KOSPI",,"4235","-145","-3.31","4380","4395","4215","79959","340453880","116814428500","27583100"
"015890","태경산업","KOSPI",,"5140","-100","-1.91","5270","5280","5100","19236","99170390","150235775000","29228750"
"006890","태경케미컬","KOSPI",,"10260","-380","-3.57","10650","10700","10000","25828","266732590","119016000000","11600000"
"023160","태광","KOSDAQ","우량기업부","12990","-170","-1.29","12960","13280","12670","353994","4588959870","344235000000","26500000"
"003240","태광산업","KOSPI",,"584000","-4000","-0.68","588000","589000","581000","549","320897000","650225600000","1113400"
"011280","태림포장","KOSPI",,"2225","-65","-2.84","2300","2310","2225","38497","86692280","157543216500","70805940"
"323280","태성","KOSDAQ","중견기업부","17450","890","5.37","17770","18430","16800","1523786","26788492900","450571738500","25820730"
"053620","태양","KOSDAQ","관리종목(소속부없음)","6050","-50","-0.82","6150","6150","5950","5430","32491480","52030000000","8600000"
"052960","태양3C","KONEX","일반기업부","3900","100","2.63","3900","3900","3900","1","3900","19059604200","4887078"
"004100","태양금속","KOSPI",,"2895","-20","-0.69","2890","2965","2840","317838","921629085","106246500000","36700000"
"004105","태양금속우","KOSPI",,"4520","0","0.00","4520","4520","4480","13727","61934865","14916000000","3300000"
"116100","태양기계","KONEX","일반기업부","1675","-13","-0.77","1435","1675","1435","195","280065","10451976550","6239986"
"009410","태영건설","KOSPI",,"4620","0","0.00","0","0","0","0","0","1318870272720","285469756"
"009415","태영건설우","KOSPI",,"7130","0","0.00","0","0","0","0","0","4634314620","649974"
"044490","태웅","KOSDAQ","우량기업부","12900","-400","-3.01","13400","13400","12800","86433","1117319930","258095214900","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","2915","-65","-2.18","2965","3015","2915","167405","491952160","111984342360","38416584"
"001420","태원물산","KOSPI",,"3640","-50","-1.36","3610","3645","3585","3711","13399695","27664000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","15580","-440","-2.75","15950","16490","15380","16975","263572400","126335633720","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","KOSDAQ","우량기업부","3365","-85","-2.46","3470","3485","3330","88735","299479535","109276473775","32474435"
"095610","테스","KOSDAQ","우량기업부","16380","-360","-2.15","16670","16840","16200","113082","1852382630","323803541880","19768226"
"055490","테이팩스","KOSPI",,"17460","-720","-3.96","18100","18350","16910","19256","337903320","83278089000","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","796000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","2610","-80","-2.97","2690","2690","2570","14886","38690895","58336271820","22351062"
"089030","테크윙","KOSDAQ","우량기업부","31700","-1500","-4.52","32700","33000","30900","1027687","32730488750","1184110546500","37353645"
"258050","테크트랜스","KONEX","일반기업부","599","0","0.00","599","599","599","1","599","5986550958","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","12670","-370","-2.84","12990","13780","12650","201005","2629228520","191877432110","15144233"
"078000","텔코웨어","KOSPI",,"9780","10","0.10","9890","9890","9700","3426","33310560","90367953060","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","614","-10","-1.60","624","626","601","181400","110432635","73833644290","120250235"
"214420","토니모리","KOSPI",,"8270","-410","-4.72","8560","8700","8140","227109","1889690730","198933187730","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","5990","-460","-7.13","6400","6520","5920","382805","2334096220","93531118560","15614544"
"215480","토박스코리아","KOSDAQ","중견기업부","2785","-20","-0.71","2805","2815","2720","10973","30133940","26179000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","18910","840","4.65","18760","19350","18190","262792","4938956140","305719066780","16167058"
"045340","토탈소프트","KOSDAQ","벤처기업부","4695","5","0.11","4690","4730","4605","12260","56950595","40179997800","8558040"
"108230","톱텍","KOSDAQ","벤처기업부","5960","-10","-0.17","6080","6100","5880","41493","245310150","226618540200","38023245"
"079970","투비소프트","KOSDAQ","투자주의환기종목(소속부없음)","1349","-16","-1.17","1365","1395","1334","57859","78190967","12532884500","9290500"
"199800","툴젠","KOSDAQ","기술성장기업부","54400","-6400","-10.53","60000","60000","52900","156717","8725741000","432307443200","7946828"
"417790","트루엔","KOSDAQ","벤처기업부","8980","-300","-3.23","9280","9280","8910","15380","138362860","98776857000","10999650"
"290090","트윔","KOSDAQ","벤처기업부","7910","-320","-3.89","8270","8280","7910","3658","29279680","58757599880","7428268"
"026150","특수건설","KOSDAQ","중견기업부","5680","-100","-1.73","5730","5810","5640","50442","286827090","99663160080","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","30750","-2300","-6.96","33400","34700","30300","716374","23094977900","170047500000","5530000"
"322180","티라유텍","KOSDAQ","중견기업부","5110","-140","-2.67","5320","5470","5060","68679","354601330","84414517250","16519475"
"117730","티로보틱스","KOSDAQ","벤처기업부","7950","-500","-5.92","8370","8440","7950","87455","704753220","141804627000","17837060"
"033830","티비씨","KOSDAQ","중견기업부","700","-15","-2.10","715","715","697","84019","58841071","70000000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","880","-22","-2.44","880","899","862","72158","63198436","62698680880","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","1185","16","1.37","1170","1189","1142","294870","344425730","75664288200","63851720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","90300","-900","-0.99","92200","92200","89400","48748","4395164000","1054252500000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","6110","-210","-3.32","6500","6500","5990","44177","271877650","131651119080","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","64200","-400","-0.62","64000","65000","62500","83428","5303831500","521817600000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","500","-18","-3.47","524","524","492","323333","160970346","70127831000","140255662"
"277880","티에스아이","KOSDAQ","기술성장기업부","6490","-310","-4.56","6950","6950","6420","51897","340774780","130843799680","20160832"
"131290","티에스이","KOSDAQ","우량기업부","41500","-1450","-3.38","43000","43000","41250","69224","2895218550","459049303500","11061429"
"019180","티에이치엔","KOSPI",,"3270","0","0.00","3270","3285","3200","75805","244984035","58860000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","15200","-600","-3.80","16000","16000","14730","93331","1403881720","172991200000","11381000"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1544","-19","-1.22","1563","1563","1526","78946","120971963","43306501088","28048252"
"356860","티엘비","KOSDAQ","우량기업부","11890","-430","-3.49","12250","12390","11820","102416","1225065680","116909970700","9832630"
"062860","티엘아이","KOSDAQ","관리종목(소속부없음)","5800","0","0.00","0","0","0","0","0","57261776000","9872720"
"413300","티엘엔지니어링","KONEX","일반기업부","1718","218","14.53","1700","1720","1275","20","31867","2242874770","1305515"
"363280","티와이홀딩스","KOSPI",,"3545","-25","-0.70","3530","3570","3410","49554","172934545","178771755060","50429268"
"36328K","티와이홀딩스우","KOSPI",,"4595","-90","-1.92","4915","4920","4440","3526","16292830","5711649330","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","5620","-10","-0.18","5630","5660","5470","33939","187462940","146263270660","26025493"
"091810","티웨이항공","KOSPI",,"2815","0","0.00","2810","2825","2715","1595297","4408818415","606291817440","215378976"
"004870","티웨이홀딩스","KOSPI",,"532","-2","-0.37","533","553","519","53861","28441484","59377420676","111611693"
"425040","티이엠씨","KOSDAQ","기술성장기업부","9680","-90","-0.92","9700","9770","9410","110264","1056347200","206339480160","21316062"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","6500","-190","-2.84","6580","6750","6400","30238","196511220","65017121000","10002634"
"104480","티케이케미칼","KOSDAQ","우량기업부","1348","-26","-1.89","1357","1387","1345","56295","76321226","122527045032","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","2675","-40","-1.47","2695","2765","2650","119125","323086490","64917975350","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2030","-45","-2.17","2055","2075","2030","7684","15740600","22891658370","11276679"
"217880","틸론","KONEX","일반기업부","2970","15","0.51","2920","3000","2810","6645","19163550","31860051300","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","11290","210","1.90","11010","11870","11010","182486","2096257270","125425396960","11109424"
"440110","파두","KOSDAQ","기술성장기업부","12130","-910","-6.98","12960","13040","12080","260002","3221239540","598426708680","49334436"
"034230","파라다이스","KOSPI",,"11490","-160","-1.37","11720","11800","11390","413087","4769058270","1054455948270","91771623"
"033540","파라텍","KOSDAQ","중견기업부","2310","532","29.92","1854","2310","1787","10779381","23819891359","87204955530","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","9880","-660","-6.26","10540","10620","9800","209402","2105430790","127639344560","12918962"
"043200","파루","KOSDAQ","벤처기업부","545","-12","-2.15","553","557","544","41957","22991555","22783351675","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","186600","8600","4.83","189000","197800","176800","1456259","273113752700","1952610763200","10464152"
"217950","파마리서치바이오","KONEX","일반기업부","32850","1650","5.29","31300","32950","31300","4738","153495000","133515244350","4064391"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"5070","-170","-3.24","5200","5300","5030","675036","3453688290","304286007480","60016964"
"177830","파버나인","KOSDAQ","우량기업부","3260","-30","-0.91","3290","3310","3120","81312","263691930","46581334780","14288753"
"037070","파세코","KOSDAQ","우량기업부","5580","-100","-1.76","5630","5700","5470","65213","360940440","111600000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","5360","-570","-9.61","5810","5990","5360","432716","2415069640","62585621920","11676422"
"037030","파워넷","KOSDAQ","중견기업부","2290","-120","-4.98","2410","2410","2290","54398","126702165","50102850460","21878974"
"047310","파워로직스","KOSDAQ","중견기업부","5120","-270","-5.01","5390","5410","5120","169907","881722320","187447065600","36610755"
"266870","파워풀엑스","KONEX","일반기업부","799","0","0.00","0","0","0","0","0","5120535320","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","3510","-70","-1.96","3520","3770","3465","491529","1766671680","115318329750","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","8040","-10","-0.12","8080","8080","7890","8488","67490220","55124893200","6856330"
"049120","파인디앤씨","KOSDAQ","벤처기업부","1167","-80","-6.42","1248","1248","1151","98388","116455560","50784342501","43517003"
"038950","파인디지털","KOSDAQ","중견기업부","3810","-90","-2.31","3920","3920","3730","8545","32459970","38903014650","10210765"
"441270","파인엠텍","KOSDAQ","중견기업부","5400","-230","-4.09","5620","5680","5350","421424","2294054940","199734665400","36987901"
"106240","파인테크닉스","KOSDAQ","우량기업부","1131","-39","-3.33","1170","1200","1131","28261","32658484","18008977467","15923057"
"131760","파인텍","KOSDAQ","중견기업부","741","-13","-1.72","754","758","741","46192","34476959","32182803003","43431583"
"065690","파커스","KOSDAQ","투자주의환기종목(소속부없음)","1007","-42","-4.00","1049","1192","982","120852","130569371","14147676317","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","171500","2700","1.60","167000","173700","165200","26252","4464005000","1197165868500","6980559"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","7470","-10","-0.13","7510","7510","7400","107672","801903390","440119058580","58918214"
"202960","판도라티비","KONEX","일반기업부","884","-20","-2.21","945","945","880","173","152928","10533374488","11915582"
"032800","판타지오","KOSDAQ","중견기업부","156","-7","-4.29","163","167","150","2514772","395974828","35846505864","229785294"
"318010","팜스빌","KOSDAQ","중견기업부","5240","-130","-2.42","5380","5500","5240","6047","32421320","41549731120","7929338"
"036580","팜스코","KOSPI",,"2245","-85","-3.65","2300","2360","2230","78364","177984470","82454232035","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","1309","-21","-1.58","1323","1334","1301","164083","214451470","145844329400","111416600"
"004720","팜젠사이언스","KOSPI",,"4655","-100","-2.10","4755","4755","4595","82078","381590540","84621033875","18178525"
"266350","팡스카이","KONEX","일반기업부","1079","132","13.94","1086","1086","805","4","4049","8518758950","7895050"
"225590","패션플랫폼","KOSDAQ","우량기업부","875","-27","-2.99","902","902","858","44680","39663543","23307123875","26636713"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부","502","1","0.20","501","506","485","161017","79540133","33626919290","66985895"
"068050","팬엔터테인먼트","KOSDAQ","우량기업부","2020","-30","-1.46","2030","2040","1982","35770","71609493","55942033520","27694076"
"028670","팬오션","KOSPI",,"3380","-160","-4.52","3490","3505","3365","2711733","9213885765","1806844950560","534569512"
"222110","팬젠","KOSDAQ","기술성장기업부","3920","65","1.69","3855","3920","3855","3121","12092745","44745557360","11414683"
"271830","팸텍","KOSDAQ","벤처기업부","2315","5","0.22","2285","2315","2215","81155","182563610","68269817630","29490202"
"010820","퍼스텍","KOSPI",,"2665","-70","-2.56","2690","2765","2660","190467","511010375","129977214770","48771938"
"016800","퍼시스","KOSPI",,"42750","-550","-1.27","43300","44500","41650","1349","57367550","491625000000","11500000"
"263750","펄어비스","KOSDAQ GLOBAL","우량기업부","33700","600","1.81","33200","34350","33200","294437","9929211500","2165152713500","64247855"
"251970","펌텍코리아","KOSDAQ","우량기업부","34150","-150","-0.44","34700","34700","32700","60194","2024344150","423460000000","12400000"
"001020","페이퍼코리아","KOSPI",,"755","-10","-1.31","773","773","738","36819","27362378","134377401315","177983313"
"327610","펨토바이오메드","KONEX","일반기업부","7000","-190","-2.64","7200","7200","6980","1094","7678950","58808904000","8401272"
"168360","펨트론","KOSDAQ","벤처기업부","3255","-120","-3.56","3375","3380","3155","167288","538555500","69293364420","21288284"
"087010","펩트론","KOSDAQ","기술성장기업부","42450","-2550","-5.67","44000","44750","42000","413477","17726372900","876904507500","20657350"
"090080","평화산업","KOSPI",,"994","1","0.10","993","1067","940","76999","77425533","54572845446","54902259"
"010770","평화홀딩스","KOSPI",,"2780","5","0.18","2770","2835","2735","6992","19358115","40658795480","14625466"
"064800","포니링크","KOSDAQ","중견기업부","1295","0","0.00","1295","1340","1193","1206571","1515981177","165510450910","127807298"
"119500","포메탈","KOSDAQ","중견기업부","2625","-30","-1.13","2630","2655","2550","56840","147155995","31098984000","11847232"
"389140","포바이포","KOSDAQ","벤처기업부","5610","-310","-5.24","5900","5980","5610","58745","333614810","62342443350","11112735"
"105760","포스뱅크","KOSDAQ","벤처기업부","6980","-220","-3.06","7160","7200","6830","102013","709447510","66030695300","9459985"
"022100","포스코DX","KOSPI",,"25800","-2050","-7.36","27850","28600","25800","974304","26114960150","3922496008200","152034729"
"058430","포스코스틸리온","KOSPI",,"37300","-1100","-2.86","38150","38950","37300","17169","647553450","223800000000","6000000"
"009520","포스코엠텍","KOSDAQ GLOBAL","우량기업부","16250","-950","-5.52","17190","17520","16130","416403","6932120410","676693923750","41642703"
"047050","포스코인터내셔널","KOSPI",,"50100","-3800","-7.05","53500","54800","49950","1436452","73812895450","8813731678800","175922788"
"003670","포스코퓨처엠","KOSPI",,"216000","-18500","-7.89","235500","239500","215000","543988","121937301000","16732055520000","77463220"
"189690","포시에스","KOSDAQ","벤처기업부","2295","-65","-2.75","2365","2375","2275","77430","177759235","62703918855","27321969"
"318020","포인트모바일","KOSDAQ","중견기업부","4010","-65","-1.60","4020","4090","3895","21191","84287675","50775710720","12662272"
"256630","포인트엔지니어링","KOSDAQ","벤처기업부","1458","-15","-1.02","1470","1470","1416","62285","89283025","84559730976","57997072"
"331380","포커스에이치엔에스","KOSDAQ","벤처기업부","3375","-190","-5.33","3745","3745","3255","203823","699405555","65562547500","19425940"
"472850","폰드그룹","KOSDAQ","중견기업부","5290","0","0.00","5310","5310","5170","119283","629197380","171099405570","32343933"
"039980","폴라리스AI","KOSDAQ","중견기업부","2405","-225","-8.56","2595","2625","2405","2236146","5543901035","173527428685","72152777"
"041910","폴라리스AI파마","KOSDAQ","중견기업부","6560","-350","-5.07","6910","6920","6490","55143","364491980","83300605280","12698263"
"234100","폴라리스세원","KOSDAQ","우량기업부","1283","-67","-4.96","1325","1347","1280","162401","210613992","69812152279","54413213"
"041020","폴라리스오피스","KOSDAQ","우량기업부","4840","-380","-7.28","5160","5220","4830","1014194","5006963270","240671410320","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","551","-19","-3.33","565","570","544","147351","80952259","42844408948","77757548"
"290720","푸드나무","KOSDAQ","중견기업부","3730","85","2.33","3645","3960","3645","110963","418258695","49993406340","13403058"
"005670","푸드웰","KOSDAQ","우량기업부","4880","-60","-1.21","4910","4910","4795","13991","67686400","48800000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","6280","-40","-0.63","6250","6350","6090","29592","181773960","52509504080","8361386"
"057880","푸른소나무","KOSDAQ","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","KOSDAQ","우량기업부","8540","-90","-1.04","8550","8640","8500","12919","110267900","128807112000","15082800"
"017810","풀무원","KOSPI",,"10270","-170","-1.63","10450","10500","10200","96818","995697870","391497966340","38120542"
"093380","풍강","KOSDAQ","우량기업부","3300","5","0.15","3320","3410","3285","6323","20987285","32601732900","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","10080","-190","-1.85","10100","10350","10000","15956","160881140","127008000000","12600000"
"103140","풍산","KOSPI",,"61600","-2200","-3.45","63900","64500","61200","281392","17467058700","1726295524800","28024278"
"005810","풍산홀딩스","KOSPI",,"26150","-350","-1.32","26300","26650","26000","20310","532900950","377012185800","14417292"
"371950","풍원정밀","KOSDAQ","기술성장기업부","10900","-520","-4.55","11650","12130","10830","208041","2365344580","229341319200","21040488"
"370090","퓨런티어","KOSDAQ","기술성장기업부","17800","3370","23.35","14870","18750","14870","2829373","51601235050","145636574000","8181830"
"445180","퓨릿","KOSDAQ","중견기업부","6730","-30","-0.44","6750","6870","6550","44664","297586340","112856635240","16769188"
"151910","퓨처코어","KOSDAQ","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"341170","퓨쳐메디신","KONEX","일반기업부","2275","-165","-6.76","2300","2380","2205","6321","14116275","23963041375","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","21600","100","0.47","21900","22850","20500","642688","13856122000","477406548000","22102155"
"035200","프럼파스트","KOSDAQ","벤처기업부","2625","-25","-0.94","2625","2740","2550","78642","206548175","25542798750","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","5540","-50","-0.89","5630","5690","5320","305428","1664188610","340718138260","61501469"
"950210","프레스티지바이오파마","KOSPI",,"12790","-360","-2.74","13080","13160","12500","83334","1062316020","768629822450","60096155"
"321260","프로이천","KOSDAQ","벤처기업부","2215","-60","-2.64","2270","2285","2175","137128","304437180","62445466060","28192084"
"296160","프로젠","KONEX","일반기업부","6900","-30","-0.43","6810","7040","6800","1570","10789970","80448673200","11659228"
"053610","프로텍","KOSDAQ","우량기업부","23700","-1100","-4.44","24450","24750","23500","40917","979853700","260700000000","11000000"
"303360","프로티아","KOSDAQ","기술성장기업부","2680","10","0.37","2665","2700","2650","2290","6096715","34510936200","12877215"
"377220","프롬바이오","KOSDAQ","기술성장기업부","2115","-215","-9.23","2360","2360","2065","668787","1466302555","59875650000","28310000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","3210","-200","-5.87","3405","3415","3150","41617","135066715","37282628460","11614526"
"053160","프리엠스","KOSDAQ","중견기업부","9250","20","0.22","9500","9500","8910","44253","407329730","55500000000","6000000"
"405000","플라즈맵","KOSDAQ","투자주의환기종목(소속부없음)","1885","-66","-3.38","1951","2010","1853","49640","94592483","49154850940","26076844"
"041590","플래스크","KOSDAQ","관리종목(소속부없음)","789","0","0.00","0","0","0","0","0","103917099150","131707350"
"367000","플래티어","KOSDAQ","벤처기업부","5150","10","0.19","5130","5400","5090","15963","82571680","43199266050","8388207"
"075130","플랜티넷","KOSDAQ","벤처기업부","2710","-395","-12.72","3140","3150","2580","2550663","7053560680","45046487200","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","5360","0","0.00","5370","5370","5070","546","2864190","16293810400","3039890"
"009810","플레이그램","KOSPI",,"363","-3","-0.82","364","366","353","463988","166381368","55135162500","151887500"
"237820","플레이디","KOSDAQ","중견기업부","4825","-275","-5.39","5040","5100","4815","120999","594532425","61890950500","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","7860","-160","-2.00","8020","8340","7720","113598","902948690","68907205200","8766820"
"019570","플루토스","KOSDAQ","중견기업부","541","-42","-7.20","585","598","515","2056711","1134516069","28386291640","52470040"
"300080","플리토","KOSDAQ","기술성장기업부","15910","-840","-5.01","16750","16890","15910","22321","359454990","87533908470","5501817"
"033790","피노","KOSDAQ","중견기업부","11170","250","2.29","10920","11630","10410","344736","3868171090","254930676000","22822800"
"032580","피델릭스","KOSDAQ","중견기업부","1071","-20","-1.83","1090","1100","1043","154178","164994449","35484440544","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","2220","-90","-3.90","2310","2325","2215","45146","101195645","34054959840","15340072"
"241820","피씨엘","KOSDAQ","벤처기업부","1244","-15","-1.19","1259","1287","1210","269808","334392436","70505740160","56676640"
"237750","피앤씨테크","KOSDAQ","벤처기업부","4495","-110","-2.39","4510","4540","4450","24549","110144340","29202217000","6496600"
"460940","피앤에스미캐닉스","KOSDAQ","기술성장기업부","14780","-260","-1.73","15100","17120","14330","3339723","52597182890","95652317200","6471740"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","21700","-550","-2.47","22300","22500","21500","303695","6612002150","628577693800","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","38300","-2200","-5.43","40150","40300","38000","498597","19286790800","825839728500","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","3845","-105","-2.66","3950","4010","3845","7701","29935805","74480237685","19370673"
"043370","피에이치에이","KOSDAQ","우량기업부","9800","-100","-1.01","9810","9970","9640","50589","495798680","205800000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","8960","-70","-0.78","9150","9280","8850","98299","882079790","89024364800","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","중견기업부","2365","-85","-3.47","2455","2490","2365","126455","302677420","70975012240","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","47700","-2800","-5.54","50400","50800","47450","463980","22479495300","1132545202200","23743086"
"257370","피엔티엠에스","KOSDAQ","관리종목(소속부없음)","9210","0","0.00","0","0","0","0","0","115169769810","12504861"
"147760","피엠티","KOSDAQ","벤처기업부","3200","-10","-0.31","3210","3245","3065","21357","67129140","34623571200","10819866"
"128660","피제이메탈","KOSDAQ","우량기업부","2950","-70","-2.32","3020","3040","2895","84510","248458420","73169938550","24803369"
"006140","피제이전자","KOSDAQ","우량기업부","4960","-370","-6.94","5220","5350","4960","55596","280433610","74400000000","15000000"
